TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISSTANDARDORDER,ISURGENT,PRODUCTCATEGORY,WAREHOUSE_COST_BASE,URGENT_SURCHARGE,TOTAL_WAREHOUSE_COST
TXN-2023-010175,CUST-318,193.92,false,false,Grocery,3.88,0.00,3.88
TXN-2023-010176,CUST-318,454.76,false,false,Milk,9.10,0.00,9.10
TXN-2023-010177,CUST-318,184.99,true,false,Grocery,3.70,0.00,3.70
TXN-2023-010178,CUST-318,246.69,true,false,Grocery,4.93,0.00,4.93
TXN-2023-010179,CUST-318,249.11,false,false,Grocery,4.98,0.00,4.98
TXN-2023-010180,CUST-318,787.51,true,false,Milk,15.75,0.00,15.75
TXN-2023-010181,CUST-318,314.35,false,false,Grocery,6.29,0.00,6.29
TXN-2023-010182,CUST-318,251.43,true,false,Delicatessen,5.03,0.00,5.03
TXN-2023-010183,CUST-318,298.74,true,true,Delicatessen,5.97,2.99,8.96
TXN-2023-010184,CUST-318,297.31,true,false,Grocery,5.95,0.00,5.95
TXN-2023-010185,CUST-318,218.17,true,false,Fresh,4.36,0.00,4.36
TXN-2023-010186,CUST-318,263.96,false,false,Delicatessen,5.28,0.00,5.28
TXN-2023-010187,CUST-318,206.37,false,false,Milk,4.13,0.00,4.13
TXN-2023-010188,CUST-318,281.25,true,false,DetergentsPaper,5.63,0.00,5.63
TXN-2023-010189,CUST-318,400.02,true,true,Grocery,8.00,4.00,12.00
TXN-2023-010190,CUST-319,518.35,true,true,Milk,10.37,5.18,15.55
TXN-2023-010191,CUST-319,387.93,true,false,Fresh,7.76,0.00,7.76
TXN-2023-010192,CUST-319,541.18,true,false,Fresh,10.82,0.00,10.82
TXN-2023-010193,CUST-319,233.92,true,false,Grocery,4.68,0.00,4.68
TXN-2023-010194,CUST-319,494.73,false,false,Milk,9.89,0.00,9.89
TXN-2023-010195,CUST-319,698.88,false,false,Fresh,13.98,0.00,13.98
TXN-2023-010196,CUST-319,189.71,false,false,Frozen,3.79,0.00,3.79
TXN-2023-010197,CUST-319,950.45,false,true,Grocery,19.01,9.50,28.51
TXN-2023-010198,CUST-319,128.80,true,false,Fresh,2.58,0.00,2.58
TXN-2023-010199,CUST-319,565.22,true,false,Fresh,11.30,0.00,11.30
TXN-2023-010200,CUST-319,241.52,true,false,Milk,4.83,0.00,4.83
TXN-2023-010201,CUST-319,295.54,true,false,Fresh,5.91,0.00,5.91
TXN-2023-010202,CUST-319,451.29,false,false,Fresh,9.03,0.00,9.03
TXN-2023-010203,CUST-319,418.91,false,false,Fresh,8.38,0.00,8.38
TXN-2023-010204,CUST-319,466.68,false,false,Grocery,9.33,0.00,9.33
TXN-2023-010205,CUST-319,305.63,false,false,Fresh,6.11,0.00,6.11
TXN-2023-010206,CUST-319,402.43,false,false,Frozen,8.05,0.00,8.05
TXN-2023-010207,CUST-319,566.04,false,false,Fresh,11.32,0.00,11.32
TXN-2023-010208,CUST-319,293.46,true,false,Fresh,5.87,0.00,5.87
TXN-2023-010209,CUST-319,458.96,false,true,Fresh,9.18,4.59,13.77
TXN-2023-010210,CUST-319,477.83,true,true,Frozen,9.56,4.78,14.33
TXN-2023-010211,CUST-319,283.73,true,false,Fresh,5.67,0.00,5.67
TXN-2023-010212,CUST-319,398.84,false,false,Fresh,7.98,0.00,7.98
TXN-2023-010213,CUST-319,389.68,false,false,Grocery,7.79,0.00,7.79
TXN-2023-010214,CUST-319,392.37,true,false,Frozen,7.85,0.00,7.85
TXN-2023-010215,CUST-319,1343.25,true,true,Fresh,26.87,13.43,40.30
TXN-2023-010216,CUST-319,345.68,true,false,Fresh,6.91,0.00,6.91
TXN-2023-010217,CUST-319,232.18,true,false,Grocery,4.64,0.00,4.64
TXN-2023-010218,CUST-319,329.68,false,false,Fresh,6.59,0.00,6.59
TXN-2023-010219,CUST-319,496.60,true,false,Milk,9.93,0.00,9.93
TXN-2023-010220,CUST-319,442.84,false,false,Grocery,8.86,0.00,8.86
TXN-2023-010221,CUST-319,197.25,true,false,Fresh,3.95,0.00,3.95
TXN-2023-010222,CUST-319,286.21,true,false,Fresh,5.72,0.00,5.72
TXN-2023-010223,CUST-319,189.62,true,false,Fresh,3.79,0.00,3.79
TXN-2023-010224,CUST-319,451.93,false,true,Fresh,9.04,4.52,13.56
TXN-2023-010225,CUST-319,372.74,true,false,Fresh,7.45,0.00,7.45
TXN-2023-010226,CUST-319,333.72,true,false,Fresh,6.67,0.00,6.67
TXN-2023-010227,CUST-319,522.43,false,false,Frozen,10.45,0.00,10.45
TXN-2023-010228,CUST-319,971.07,true,false,Frozen,19.42,0.00,19.42
TXN-2023-010229,CUST-319,553.15,false,false,Fresh,11.06,0.00,11.06
TXN-2023-010230,CUST-319,612.39,true,false,Milk,12.25,0.00,12.25
TXN-2023-010231,CUST-319,995.21,false,false,Fresh,19.90,0.00,19.90
TXN-2023-010232,CUST-319,403.84,true,true,Grocery,8.08,4.04,12.12
TXN-2023-010233,CUST-319,314.10,false,false,Fresh,6.28,0.00,6.28
TXN-2023-010234,CUST-319,338.00,true,false,Milk,6.76,0.00,6.76
TXN-2023-010235,CUST-319,317.90,false,false,DetergentsPaper,6.36,0.00,6.36
TXN-2023-010236,CUST-319,347.15,true,false,Grocery,6.94,0.00,6.94
TXN-2023-010237,CUST-320,7307.36,true,false,Grocery,182.68,0.00,182.68
TXN-2023-010238,CUST-320,3807.77,true,false,Milk,95.19,0.00,95.19
TXN-2023-010239,CUST-320,14708.68,true,false,DetergentsPaper,367.72,0.00,367.72
TXN-2023-010240,CUST-320,2752.77,false,true,DetergentsPaper,68.82,27.53,96.35
TXN-2023-010241,CUST-320,2591.94,true,false,Fresh,64.80,0.00,64.80
TXN-2023-010242,CUST-320,2516.89,true,false,Grocery,62.92,0.00,62.92
TXN-2023-010243,CUST-320,2546.65,true,false,Grocery,63.67,0.00,63.67
TXN-2023-010244,CUST-320,8042.83,true,false,Milk,201.07,0.00,201.07
TXN-2023-010245,CUST-320,4061.09,true,false,Milk,101.53,0.00,101.53
TXN-2023-010246,CUST-320,4538.19,true,false,Milk,113.45,0.00,113.45
TXN-2023-010247,CUST-320,5397.61,true,false,Fresh,134.94,0.00,134.94
TXN-2023-010248,CUST-320,9364.23,true,false,Milk,234.11,0.00,234.11
TXN-2023-010249,CUST-321,163.19,true,false,Grocery,3.26,0.00,3.26
TXN-2023-010250,CUST-321,372.70,true,false,Fresh,7.45,0.00,7.45
TXN-2023-010251,CUST-321,372.70,false,false,Milk,7.45,0.00,7.45
TXN-2023-010252,CUST-321,120.12,true,false,Grocery,2.40,0.00,2.40
TXN-2023-010253,CUST-321,146.79,false,true,Milk,2.94,1.47,4.40
TXN-2023-010254,CUST-321,163.11,false,false,Milk,3.26,0.00,3.26
TXN-2023-010255,CUST-321,229.82,true,false,Milk,4.60,0.00,4.60
TXN-2023-010256,CUST-321,180.94,false,false,Delicatessen,3.62,0.00,3.62
TXN-2023-010257,CUST-321,240.15,true,false,Delicatessen,4.80,0.00,4.80
TXN-2023-010258,CUST-321,389.64,false,true,Grocery,7.79,3.90,11.69
TXN-2023-010259,CUST-321,330.53,true,false,Frozen,6.61,0.00,6.61
TXN-2023-010260,CUST-321,174.29,true,false,Milk,3.49,0.00,3.49
TXN-2023-010261,CUST-321,206.64,true,false,Fresh,4.13,0.00,4.13
TXN-2023-010262,CUST-321,165.81,true,false,Fresh,3.32,0.00,3.32
TXN-2023-010263,CUST-321,301.11,true,false,Milk,6.02,0.00,6.02
TXN-2023-010264,CUST-321,158.06,false,true,Milk,3.16,1.58,4.74
TXN-2023-010265,CUST-321,100.88,true,false,Milk,2.02,0.00,2.02
TXN-2023-010266,CUST-321,218.97,true,false,Fresh,4.38,0.00,4.38
TXN-2023-010267,CUST-321,336.16,true,false,Grocery,6.72,0.00,6.72
TXN-2023-010268,CUST-321,301.07,true,false,Grocery,6.02,0.00,6.02
TXN-2023-010269,CUST-321,278.40,true,false,Frozen,5.57,0.00,5.57
TXN-2023-010270,CUST-321,114.67,false,false,Grocery,2.29,0.00,2.29
TXN-2023-010271,CUST-321,269.60,true,false,Grocery,5.39,0.00,5.39
TXN-2023-010272,CUST-321,97.25,true,false,Milk,1.95,0.00,1.95
TXN-2023-010273,CUST-321,348.08,false,false,Grocery,6.96,0.00,6.96
TXN-2023-010274,CUST-321,330.05,false,false,Milk,6.60,0.00,6.60
TXN-2023-010275,CUST-321,487.06,false,false,Delicatessen,9.74,0.00,9.74
TXN-2023-010276,CUST-321,175.45,true,false,Milk,3.51,0.00,3.51
TXN-2023-010277,CUST-321,396.49,false,false,Grocery,7.93,0.00,7.93
TXN-2023-010278,CUST-321,508.23,false,false,Fresh,10.16,0.00,10.16
TXN-2023-010279,CUST-321,312.93,true,false,Fresh,6.26,0.00,6.26
TXN-2023-010280,CUST-321,150.08,true,false,Frozen,3.00,0.00,3.00
TXN-2023-010281,CUST-321,150.66,false,false,Grocery,3.01,0.00,3.01
TXN-2023-010282,CUST-321,341.97,true,false,Milk,6.84,0.00,6.84
TXN-2023-010283,CUST-321,155.35,false,false,Frozen,3.11,0.00,3.11
TXN-2023-010284,CUST-321,276.55,true,false,Milk,5.53,0.00,5.53
TXN-2023-010285,CUST-321,307.48,false,false,Frozen,6.15,0.00,6.15
TXN-2023-010286,CUST-322,721.67,false,true,Milk,14.43,7.22,21.65
TXN-2023-010287,CUST-322,283.40,true,false,Fresh,5.67,0.00,5.67
TXN-2023-010288,CUST-322,277.12,true,false,Grocery,5.54,0.00,5.54
TXN-2023-010289,CUST-322,235.34,false,false,Delicatessen,4.71,0.00,4.71
TXN-2023-010290,CUST-322,329.04,true,false,Fresh,6.58,0.00,6.58
TXN-2023-010291,CUST-322,300.64,true,false,Fresh,6.01,0.00,6.01
TXN-2023-010292,CUST-322,287.55,true,false,Grocery,5.75,0.00,5.75
TXN-2023-010293,CUST-322,468.18,false,false,Grocery,9.36,0.00,9.36
TXN-2023-010294,CUST-322,546.71,false,false,Fresh,10.93,0.00,10.93
TXN-2023-010295,CUST-322,148.70,false,false,Fresh,2.97,0.00,2.97
TXN-2023-010296,CUST-322,488.59,true,false,Fresh,9.77,0.00,9.77
TXN-2023-010297,CUST-322,133.23,true,false,Delicatessen,2.66,0.00,2.66
TXN-2023-010298,CUST-322,263.74,true,false,Fresh,5.27,0.00,5.27
TXN-2023-010299,CUST-322,407.05,true,false,Fresh,8.14,0.00,8.14
TXN-2023-010300,CUST-322,201.82,false,false,Fresh,4.04,0.00,4.04
TXN-2023-010301,CUST-322,309.65,true,true,Fresh,6.19,3.10,9.29
TXN-2023-010302,CUST-322,303.27,false,true,Fresh,6.07,3.03,9.10
TXN-2023-010303,CUST-322,445.01,false,false,Grocery,8.90,0.00,8.90
TXN-2023-010304,CUST-322,490.32,false,false,Frozen,9.81,0.00,9.81
TXN-2023-010305,CUST-322,668.31,true,false,Fresh,13.37,0.00,13.37
TXN-2023-010306,CUST-322,496.72,false,false,Fresh,9.93,0.00,9.93
TXN-2023-010307,CUST-322,151.66,false,false,Fresh,3.03,0.00,3.03
TXN-2023-010308,CUST-322,682.84,true,false,Grocery,13.66,0.00,13.66
TXN-2023-010309,CUST-322,456.54,false,false,Milk,9.13,0.00,9.13
TXN-2023-010310,CUST-322,171.74,false,false,Delicatessen,3.43,0.00,3.43
TXN-2023-010311,CUST-322,687.40,true,false,Grocery,13.75,0.00,13.75
TXN-2023-010312,CUST-322,577.97,true,false,Grocery,11.56,0.00,11.56
TXN-2023-010313,CUST-322,234.54,false,false,Fresh,4.69,0.00,4.69
TXN-2023-010314,CUST-322,560.34,true,false,Milk,11.21,0.00,11.21
TXN-2023-010315,CUST-322,153.31,false,false,Frozen,3.07,0.00,3.07
TXN-2023-010316,CUST-322,475.51,false,true,Frozen,9.51,4.76,14.27
TXN-2023-010317,CUST-322,313.20,false,false,Milk,6.26,0.00,6.26
TXN-2023-010318,CUST-322,95.28,false,false,Milk,1.91,0.00,1.91
TXN-2023-010319,CUST-322,185.42,false,false,Grocery,3.71,0.00,3.71
TXN-2023-010320,CUST-322,726.60,false,false,Milk,14.53,0.00,14.53
TXN-2023-010321,CUST-322,238.12,false,false,Fresh,4.76,0.00,4.76
TXN-2023-010322,CUST-322,352.44,true,false,Fresh,7.05,0.00,7.05
TXN-2023-010323,CUST-322,151.62,false,true,Milk,3.03,1.52,4.55
TXN-2023-010324,CUST-322,584.74,false,false,Fresh,11.69,0.00,11.69
TXN-2023-010325,CUST-322,642.15,true,false,Fresh,12.84,0.00,12.84
TXN-2023-010326,CUST-322,427.23,true,false,Grocery,8.54,0.00,8.54
TXN-2023-010327,CUST-322,550.05,false,false,DetergentsPaper,11.00,0.00,11.00
TXN-2023-010328,CUST-322,356.08,true,false,Grocery,7.12,0.00,7.12
TXN-2023-010329,CUST-322,454.34,true,false,Fresh,9.09,0.00,9.09
TXN-2023-010330,CUST-322,965.02,true,false,Fresh,19.30,0.00,19.30
TXN-2023-010331,CUST-322,354.30,false,false,Fresh,7.09,0.00,7.09
TXN-2023-010332,CUST-322,432.86,true,false,Milk,8.66,0.00,8.66
TXN-2023-010333,CUST-322,249.37,true,false,Fresh,4.99,0.00,4.99
TXN-2023-010334,CUST-322,236.39,true,false,Fresh,4.73,0.00,4.73
TXN-2023-010335,CUST-322,368.50,false,false,Grocery,7.37,0.00,7.37
TXN-2023-010336,CUST-322,198.97,true,false,Fresh,3.98,0.00,3.98
TXN-2023-010337,CUST-322,433.38,true,false,Fresh,8.67,0.00,8.67
TXN-2023-010338,CUST-323,1491.32,true,false,Fresh,29.83,0.00,29.83
TXN-2023-010339,CUST-323,371.95,false,false,Frozen,7.44,0.00,7.44
TXN-2023-010340,CUST-323,632.56,false,false,Fresh,12.65,0.00,12.65
TXN-2023-010341,CUST-323,299.84,true,false,Grocery,6.00,0.00,6.00
TXN-2023-010342,CUST-323,1203.36,true,false,Fresh,24.07,0.00,24.07
TXN-2023-010343,CUST-323,212.22,false,false,Grocery,4.24,0.00,4.24
TXN-2023-010344,CUST-323,705.61,true,false,Fresh,14.11,0.00,14.11
TXN-2023-010345,CUST-323,917.63,true,true,Fresh,18.35,9.18,27.53
TXN-2023-010346,CUST-323,1615.31,false,false,Grocery,32.31,0.00,32.31
TXN-2023-010347,CUST-323,2008.24,true,false,Fresh,50.21,0.00,50.21
TXN-2023-010348,CUST-323,249.56,true,false,DetergentsPaper,4.99,0.00,4.99
TXN-2023-010349,CUST-323,644.75,true,false,Fresh,12.90,0.00,12.90
TXN-2023-010350,CUST-323,725.21,true,false,Fresh,14.50,0.00,14.50
TXN-2023-010351,CUST-323,503.06,false,false,Fresh,10.06,0.00,10.06
TXN-2023-010352,CUST-323,339.43,true,false,Grocery,6.79,0.00,6.79
TXN-2023-010353,CUST-323,581.43,false,true,Fresh,11.63,5.81,17.44
TXN-2023-010354,CUST-323,554.44,true,false,Fresh,11.09,0.00,11.09
TXN-2023-010355,CUST-323,529.22,true,false,Fresh,10.58,0.00,10.58
TXN-2023-010356,CUST-323,460.23,true,false,Fresh,9.20,0.00,9.20
TXN-2023-010357,CUST-323,415.97,false,false,Fresh,8.32,0.00,8.32
TXN-2023-010358,CUST-323,1288.06,false,false,Fresh,25.76,0.00,25.76
TXN-2023-010359,CUST-323,431.11,false,false,Grocery,8.62,0.00,8.62
TXN-2023-010360,CUST-323,699.36,true,false,Grocery,13.99,0.00,13.99
TXN-2023-010361,CUST-323,443.96,false,false,Fresh,8.88,0.00,8.88
TXN-2023-010362,CUST-323,867.94,false,false,Grocery,17.36,0.00,17.36
TXN-2023-010363,CUST-323,1302.49,false,false,Fresh,26.05,0.00,26.05
TXN-2023-010364,CUST-323,367.43,true,true,Fresh,7.35,3.67,11.02
TXN-2023-010365,CUST-323,410.23,false,true,Fresh,8.20,4.10,12.31
TXN-2023-010366,CUST-323,925.46,true,false,Fresh,18.51,0.00,18.51
TXN-2023-010367,CUST-323,379.09,true,false,Fresh,7.58,0.00,7.58
TXN-2023-010368,CUST-323,581.24,false,false,Fresh,11.62,0.00,11.62
TXN-2023-010369,CUST-323,224.12,false,false,Frozen,4.48,0.00,4.48
TXN-2023-010370,CUST-323,483.66,true,false,Fresh,9.67,0.00,9.67
TXN-2023-010371,CUST-323,261.88,true,false,Fresh,5.24,0.00,5.24
TXN-2023-010372,CUST-323,611.63,false,false,Fresh,12.23,0.00,12.23
TXN-2023-010373,CUST-323,460.05,true,false,Fresh,9.20,0.00,9.20
TXN-2023-010374,CUST-323,443.61,false,false,Fresh,8.87,0.00,8.87
TXN-2023-010375,CUST-323,668.32,true,false,Fresh,13.37,0.00,13.37
TXN-2023-010376,CUST-324,809.60,true,false,Fresh,16.19,0.00,16.19
TXN-2023-010377,CUST-324,1250.68,true,false,Grocery,25.01,0.00,25.01
TXN-2023-010378,CUST-324,362.58,false,false,Grocery,7.25,0.00,7.25
TXN-2023-010379,CUST-324,681.89,false,false,Fresh,13.64,0.00,13.64
TXN-2023-010380,CUST-324,429.19,false,false,Grocery,8.58,0.00,8.58
TXN-2023-010381,CUST-324,849.98,false,false,Fresh,17.00,0.00,17.00
TXN-2023-010382,CUST-324,621.97,true,false,Fresh,12.44,0.00,12.44
TXN-2023-010383,CUST-324,844.94,true,false,Fresh,16.90,0.00,16.90
TXN-2023-010384,CUST-324,691.01,true,false,Grocery,13.82,0.00,13.82
TXN-2023-010385,CUST-324,938.56,true,false,Grocery,18.77,0.00,18.77
TXN-2023-010386,CUST-324,1326.52,true,true,Grocery,26.53,13.27,39.80
TXN-2023-010387,CUST-324,1633.94,true,true,Fresh,32.68,16.34,49.02
TXN-2023-010388,CUST-324,924.76,true,false,Grocery,18.50,0.00,18.50
TXN-2023-010389,CUST-324,1644.13,true,false,Grocery,32.88,0.00,32.88
TXN-2023-010390,CUST-324,696.97,true,false,Grocery,13.94,0.00,13.94
TXN-2023-010391,CUST-324,556.62,false,false,Grocery,11.13,0.00,11.13
TXN-2023-010392,CUST-324,244.71,false,false,Fresh,4.89,0.00,4.89
TXN-2023-010393,CUST-324,963.26,true,false,Fresh,19.27,0.00,19.27
TXN-2023-010394,CUST-324,1245.15,true,false,DetergentsPaper,24.90,0.00,24.90
TXN-2023-010395,CUST-324,787.23,true,false,Fresh,15.74,0.00,15.74
TXN-2023-010396,CUST-324,785.97,true,false,Delicatessen,15.72,0.00,15.72
TXN-2023-010397,CUST-324,865.35,true,false,Fresh,17.31,0.00,17.31
TXN-2023-010398,CUST-324,579.90,true,false,Frozen,11.60,0.00,11.60
TXN-2023-010399,CUST-324,1056.58,true,false,Fresh,21.13,0.00,21.13
TXN-2023-010400,CUST-324,1006.58,true,false,DetergentsPaper,20.13,0.00,20.13
TXN-2023-010401,CUST-324,993.82,false,false,Fresh,19.88,0.00,19.88
TXN-2023-010402,CUST-324,1080.81,false,false,Grocery,21.62,0.00,21.62
TXN-2023-010403,CUST-324,648.51,true,false,Grocery,12.97,0.00,12.97
TXN-2023-010404,CUST-324,545.29,false,false,Fresh,10.91,0.00,10.91
TXN-2023-010405,CUST-324,211.43,false,false,Fresh,4.23,0.00,4.23
TXN-2023-010406,CUST-324,415.44,true,false,Grocery,8.31,0.00,8.31
TXN-2023-010407,CUST-324,466.62,false,true,Fresh,9.33,4.67,14.00
TXN-2023-010408,CUST-324,1179.23,false,false,Grocery,23.58,0.00,23.58
TXN-2023-010409,CUST-324,702.93,false,false,Fresh,14.06,0.00,14.06
TXN-2023-010410,CUST-324,344.17,false,false,Fresh,6.88,0.00,6.88
TXN-2023-010411,CUST-324,677.67,false,false,Fresh,13.55,0.00,13.55
TXN-2023-010412,CUST-325,1171.33,true,false,Milk,23.43,0.00,23.43
TXN-2023-010413,CUST-325,587.11,false,false,Fresh,11.74,0.00,11.74
TXN-2023-010414,CUST-325,692.46,true,false,Fresh,13.85,0.00,13.85
TXN-2023-010415,CUST-325,811.05,true,false,Delicatessen,16.22,0.00,16.22
TXN-2023-010416,CUST-325,1247.38,false,false,Fresh,24.95,0.00,24.95
TXN-2023-010417,CUST-325,718.10,true,false,Fresh,14.36,0.00,14.36
TXN-2023-010418,CUST-325,947.94,false,true,Delicatessen,18.96,9.48,28.44
TXN-2023-010419,CUST-325,663.92,true,false,Milk,13.28,0.00,13.28
TXN-2023-010420,CUST-325,569.70,true,false,Fresh,11.39,0.00,11.39
TXN-2023-010421,CUST-325,1097.97,false,false,Fresh,21.96,0.00,21.96
TXN-2023-010422,CUST-325,547.60,false,false,Delicatessen,10.95,0.00,10.95
TXN-2023-010423,CUST-325,1355.35,true,false,Milk,27.11,0.00,27.11
TXN-2023-010424,CUST-325,657.23,false,false,Fresh,13.14,0.00,13.14
TXN-2023-010425,CUST-325,1290.34,true,false,Fresh,25.81,0.00,25.81
TXN-2023-010426,CUST-325,586.16,true,false,Fresh,11.72,0.00,11.72
TXN-2023-010427,CUST-325,1025.04,false,false,Fresh,20.50,0.00,20.50
TXN-2023-010428,CUST-325,782.40,false,false,Fresh,15.65,0.00,15.65
TXN-2023-010429,CUST-325,642.77,false,true,Fresh,12.86,6.43,19.28
TXN-2023-010430,CUST-325,696.37,true,false,Fresh,13.93,0.00,13.93
TXN-2023-010431,CUST-325,1012.98,true,false,Frozen,20.26,0.00,20.26
TXN-2023-010432,CUST-325,538.99,true,false,Fresh,10.78,0.00,10.78
TXN-2023-010433,CUST-325,765.23,true,false,Fresh,15.30,0.00,15.30
TXN-2023-010434,CUST-325,1449.86,false,false,Fresh,29.00,0.00,29.00
TXN-2023-010435,CUST-325,1185.25,true,false,Fresh,23.71,0.00,23.71
TXN-2023-010436,CUST-325,268.39,true,false,Fresh,5.37,0.00,5.37
TXN-2023-010437,CUST-325,1135.23,false,false,Fresh,22.70,0.00,22.70
TXN-2023-010438,CUST-325,990.16,true,false,Fresh,19.80,0.00,19.80
TXN-2023-010439,CUST-325,776.32,true,false,Fresh,15.53,0.00,15.53
TXN-2023-010440,CUST-325,1136.85,false,false,DetergentsPaper,22.74,0.00,22.74
TXN-2023-010441,CUST-325,1842.16,false,false,Fresh,36.84,0.00,36.84
TXN-2023-010442,CUST-325,848.25,false,false,Fresh,16.97,0.00,16.97
TXN-2023-010443,CUST-325,719.43,true,false,Fresh,14.39,0.00,14.39
TXN-2023-010444,CUST-325,1427.18,false,true,Milk,28.54,14.27,42.82
TXN-2023-010445,CUST-325,1732.42,true,true,Fresh,34.65,17.32,51.97
TXN-2023-010446,CUST-325,1734.71,true,false,Fresh,34.69,0.00,34.69
TXN-2023-010447,CUST-325,684.69,true,false,Fresh,13.69,0.00,13.69
TXN-2023-010448,CUST-325,212.54,true,false,Fresh,4.25,0.00,4.25
TXN-2023-010449,CUST-325,1078.16,true,false,Fresh,21.56,0.00,21.56
TXN-2023-010450,CUST-326,3799.19,false,false,Fresh,94.98,0.00,94.98
TXN-2023-010451,CUST-326,2849.34,true,false,Fresh,71.23,0.00,71.23
TXN-2023-010452,CUST-326,2738.60,false,false,Frozen,68.47,0.00,68.47
TXN-2023-010453,CUST-326,1387.80,false,false,Frozen,27.76,0.00,27.76
TXN-2023-010454,CUST-326,1380.58,false,true,Milk,27.61,13.81,41.42
TXN-2023-010455,CUST-326,3088.72,false,false,Frozen,77.22,0.00,77.22
TXN-2023-010456,CUST-326,5408.81,false,false,Frozen,135.22,0.00,135.22
TXN-2023-010457,CUST-326,7153.07,true,false,Fresh,178.83,0.00,178.83
TXN-2023-010458,CUST-326,3810.83,true,false,Fresh,95.27,0.00,95.27
TXN-2023-010459,CUST-326,2284.87,false,false,Delicatessen,57.12,0.00,57.12
TXN-2023-010460,CUST-326,1579.82,false,false,Fresh,31.60,0.00,31.60
TXN-2023-010461,CUST-326,2861.87,true,false,Grocery,71.55,0.00,71.55
TXN-2023-010462,CUST-326,1980.47,false,false,Milk,39.61,0.00,39.61
TXN-2023-010463,CUST-326,4548.22,false,false,Fresh,113.71,0.00,113.71
TXN-2023-010464,CUST-326,4291.31,true,false,Frozen,107.28,0.00,107.28
TXN-2023-010465,CUST-326,3885.66,true,false,Frozen,97.14,0.00,97.14
TXN-2023-010466,CUST-326,6968.53,true,false,Grocery,174.21,0.00,174.21
TXN-2023-010467,CUST-326,1516.60,false,false,Fresh,30.33,0.00,30.33
TXN-2023-010468,CUST-326,5425.94,false,false,Milk,135.65,0.00,135.65
TXN-2023-010469,CUST-326,2756.71,true,true,Frozen,68.92,27.57,96.48
TXN-2023-010470,CUST-326,1423.91,true,false,Frozen,28.48,0.00,28.48
TXN-2023-010471,CUST-326,6256.98,true,false,Frozen,156.42,0.00,156.42
TXN-2023-010472,CUST-326,2802.69,false,false,Frozen,70.07,0.00,70.07
TXN-2023-010473,CUST-326,2482.52,true,false,Fresh,62.06,0.00,62.06
TXN-2023-010474,CUST-326,3979.01,false,false,Fresh,99.48,0.00,99.48
TXN-2023-010475,CUST-326,3073.20,false,false,Frozen,76.83,0.00,76.83
TXN-2023-010476,CUST-326,2535.13,true,false,Milk,63.38,0.00,63.38
TXN-2023-010477,CUST-326,7179.43,true,true,Frozen,179.49,71.79,251.28
TXN-2023-010478,CUST-326,3554.60,true,false,Frozen,88.87,0.00,88.87
TXN-2023-010479,CUST-326,1801.60,false,false,Grocery,36.03,0.00,36.03
TXN-2023-010480,CUST-326,2772.99,true,false,Frozen,69.32,0.00,69.32
TXN-2023-010481,CUST-326,2791.05,true,false,Frozen,69.78,0.00,69.78
TXN-2023-010482,CUST-326,1904.30,true,false,Frozen,38.09,0.00,38.09
TXN-2023-010483,CUST-326,2351.87,true,true,Milk,58.80,23.52,82.32
TXN-2023-010484,CUST-326,2663.15,true,false,Frozen,66.58,0.00,66.58
TXN-2023-010485,CUST-326,5477.10,false,false,Milk,136.93,0.00,136.93
TXN-2023-010486,CUST-326,5176.35,true,false,Grocery,129.41,0.00,129.41
TXN-2023-010487,CUST-326,1038.58,false,false,Frozen,20.77,0.00,20.77
TXN-2023-010488,CUST-326,1895.57,true,false,Frozen,37.91,0.00,37.91
TXN-2023-010489,CUST-327,598.64,true,false,Fresh,11.97,0.00,11.97
TXN-2023-010490,CUST-327,688.86,true,false,Fresh,13.78,0.00,13.78
TXN-2023-010491,CUST-327,329.35,true,false,Fresh,6.59,0.00,6.59
TXN-2023-010492,CUST-327,267.87,true,false,Fresh,5.36,0.00,5.36
TXN-2023-010493,CUST-327,270.99,true,false,Milk,5.42,0.00,5.42
TXN-2023-010494,CUST-327,515.37,true,false,Frozen,10.31,0.00,10.31
TXN-2023-010495,CUST-327,313.00,false,false,Milk,6.26,0.00,6.26
TXN-2023-010496,CUST-327,435.53,true,false,Delicatessen,8.71,0.00,8.71
TXN-2023-010497,CUST-327,234.90,true,false,Grocery,4.70,0.00,4.70
TXN-2023-010498,CUST-327,547.08,true,true,Grocery,10.94,5.47,16.41
TXN-2023-010499,CUST-327,223.15,false,false,Frozen,4.46,0.00,4.46
TXN-2023-010500,CUST-327,414.17,true,true,Fresh,8.28,4.14,12.43
TXN-2023-010501,CUST-327,428.08,true,false,Frozen,8.56,0.00,8.56
TXN-2023-010502,CUST-327,322.20,true,false,Frozen,6.44,0.00,6.44
TXN-2023-010503,CUST-327,214.21,false,false,Fresh,4.28,0.00,4.28
TXN-2023-010504,CUST-327,397.42,true,false,Fresh,7.95,0.00,7.95
TXN-2023-010505,CUST-327,255.43,true,false,Milk,5.11,0.00,5.11
TXN-2023-010506,CUST-327,329.12,true,false,Milk,6.58,0.00,6.58
TXN-2023-010507,CUST-327,955.01,true,false,Frozen,19.10,0.00,19.10
TXN-2023-010508,CUST-327,131.89,false,false,Frozen,2.64,0.00,2.64
TXN-2023-010509,CUST-327,900.21,true,false,Milk,18.00,0.00,18.00
TXN-2023-010510,CUST-327,233.49,false,true,Frozen,4.67,2.33,7.00
