TransactionID,CustomerID,ProductCategory,OrderIntensity,IsCustomOrder,Quantity,NumberOfLineItems,OrderWeight_kg,TransactionAmount_EUR,PickPackCost_EUR,ReceivingCost_EUR,PutawayCost_EUR,StorageCost_EUR,IndirectLaborCost_EUR,InboundTransportCost_EUR,ShrinkageCost_EUR,ReturnsCost_EUR,EquipmentTechCost_EUR,ColdChainMultiplier,ServiceCostMultiplier,TotalWarehouseOperationsCost_EUR,CostPerUnit_EUR
TXN-2023-014075,CUST-430,Grocery,Medium,False,24,2,113.74,616.34,12.0,5.0,15.6,17.06,4.89,10.0,6.16,6.16,2.73,1.0,1.2,95.53,3.98
TXN-2023-014076,CUST-430,Fresh,Medium,False,19,2,50.25,491.79,15.0,5.0,12.35,22.61,4.85,10.0,24.59,14.75,2.99,1.5,1.3,218.69,11.51
TXN-2023-014077,CUST-430,Delicatessen,Medium,False,15,3,9.2,395.63,21.0,5.0,9.75,4.42,5.36,10.0,31.65,19.78,2.28,1.5,1.5,245.79,16.39
TXN-2023-014078,CUST-430,Milk,Medium,False,6,1,5.27,169.56,6.5,5.0,3.9,2.76,2.31,10.0,5.09,3.39,1.02,1.5,1.5,89.95,14.99
TXN-2023-014079,CUST-430,Grocery,Low,False,18,4,85.31,467.06,24.0,5.0,11.7,8.53,6.11,10.0,4.67,4.67,2.77,1.0,1.0,77.44,4.3
TXN-2023-014080,CUST-430,Grocery,Low,False,28,2,132.7,724.57,12.0,5.0,18.2,13.27,5.28,10.0,7.25,7.25,2.69,1.0,1.0,80.93,2.89
TXN-2023-014081,CUST-430,Fresh,Medium,False,16,4,42.31,411.22,30.0,5.0,10.4,19.04,6.81,10.0,20.56,12.34,3.56,1.5,1.3,229.54,14.35
TXN-2023-014082,CUST-430,Fresh,Low,False,10,3,26.45,272.2,22.5,5.0,6.5,7.93,5.1,10.0,13.61,8.17,2.35,1.5,1.0,121.74,12.17
TXN-2023-014083,CUST-430,Grocery,Medium,False,10,3,47.39,270.93,18.0,5.0,6.5,7.11,4.42,10.0,2.71,2.71,2.05,1.0,1.2,70.2,7.02
TXN-2023-014084,CUST-430,Delicatessen,High,False,13,5,7.98,330.76,35.0,5.0,8.45,5.1,7.27,10.0,26.46,16.54,3.04,1.5,1.8,315.53,24.27
TXN-2023-014085,CUST-430,Grocery,Medium,False,23,2,109.0,581.14,12.0,5.0,14.95,16.35,4.79,10.0,5.81,5.81,2.65,1.0,1.5,116.06,5.05
TXN-2023-014086,CUST-430,Delicatessen,Medium,False,15,4,9.2,376.66,28.0,5.0,9.75,4.42,6.41,10.0,30.13,18.83,2.68,1.5,1.5,259.26,17.28
TXN-2023-014087,CUST-430,Fresh,Low,False,25,2,66.11,636.57,15.0,5.0,16.25,19.83,5.44,10.0,31.83,19.1,3.08,1.5,1.0,188.28,7.53
TXN-2023-014088,CUST-430,Fresh,Medium,False,11,3,29.09,285.64,22.5,5.0,7.15,13.09,5.2,10.0,14.28,8.57,2.65,1.5,1.5,198.98,18.09
TXN-2023-014089,CUST-430,Delicatessen,Low,False,8,3,4.91,214.26,21.0,5.0,5.2,1.57,4.68,10.0,17.14,10.71,1.87,1.5,1.0,115.77,14.47
TXN-2023-014090,CUST-430,Fresh,Low,False,13,1,34.38,332.07,7.5,5.0,8.45,10.31,3.14,10.0,16.6,9.96,1.72,1.5,1.0,109.04,8.39
TXN-2023-014091,CUST-430,Milk,Medium,False,18,4,15.8,464.17,26.0,5.0,11.7,8.29,6.41,10.0,13.93,9.28,2.87,1.5,1.5,210.32,11.68
TXN-2023-014092,CUST-430,Grocery,Low,False,23,3,109.0,576.62,18.0,5.0,14.95,10.9,5.69,10.0,5.77,5.77,2.73,1.0,1.0,78.8,3.43
TXN-2023-014093,CUST-430,Grocery,Low,False,24,1,113.74,605.99,6.0,5.0,15.6,11.37,3.99,10.0,6.06,6.06,2.1,1.0,1.0,66.18,2.76
TXN-2023-014094,CUST-430,Fresh,Medium,False,5,2,13.22,146.52,15.0,5.0,3.25,5.95,3.49,10.0,7.33,4.4,1.63,1.5,1.5,126.1,25.22
TXN-2023-014095,CUST-430,Grocery,Low,False,11,1,52.13,281.93,6.0,5.0,7.15,5.21,2.72,10.0,2.82,2.82,1.3,1.0,1.0,43.03,3.91
TXN-2023-014096,CUST-430,Fresh,Medium,False,17,2,44.96,425.55,15.0,5.0,11.05,20.23,4.66,10.0,21.28,12.77,2.8,1.5,1.5,231.25,13.6
TXN-2023-014097,CUST-430,Delicatessen,High,False,11,1,6.75,277.39,7.0,5.0,7.15,4.32,2.87,10.0,22.19,13.87,1.32,1.5,1.8,199.04,18.09
TXN-2023-014098,CUST-430,Fresh,Low,False,5,5,13.22,142.33,37.5,5.0,3.25,3.97,6.86,10.0,7.12,4.27,2.83,1.5,1.0,121.19,24.24
TXN-2023-014099,CUST-431,Grocery,Medium,False,24,5,113.74,624.67,30.0,5.0,15.6,17.06,7.59,10.0,6.25,6.25,3.76,1.0,1.5,152.26,6.34
TXN-2023-014100,CUST-431,Delicatessen,Medium,False,36,4,22.09,904.61,28.0,5.0,23.4,10.6,8.46,10.0,72.37,45.23,3.77,1.5,1.5,465.38,12.93
TXN-2023-014101,CUST-431,Grocery,Medium,False,9,5,42.65,238.49,30.0,5.0,5.85,6.4,6.13,10.0,2.38,2.38,2.67,1.0,1.5,106.22,11.8
TXN-2023-014102,CUST-431,Grocery,Low,False,22,3,104.26,561.54,18.0,5.0,14.3,10.43,5.59,10.0,5.62,5.62,2.67,1.0,1.0,77.22,3.51
TXN-2023-014103,CUST-431,Grocery,Low,False,15,2,71.09,386.46,12.0,5.0,9.75,7.11,4.01,10.0,3.86,3.86,1.89,1.0,1.0,57.49,3.83
TXN-2023-014104,CUST-431,Grocery,High,False,22,3,104.26,562.07,18.0,5.0,14.3,20.85,5.59,10.0,5.62,5.62,3.19,1.0,1.8,158.72,7.21
TXN-2023-014105,CUST-431,Grocery,Low,False,21,1,99.52,541.98,6.0,5.0,13.65,9.95,3.7,10.0,5.42,5.42,1.91,1.0,1.0,61.05,2.91
TXN-2023-014106,CUST-431,Grocery,High,False,23,3,109.0,591.31,18.0,5.0,14.95,21.8,5.69,10.0,5.91,5.91,3.27,1.0,1.8,162.97,7.09
TXN-2023-014107,CUST-431,Milk,Medium,False,25,5,21.94,628.45,32.5,5.0,16.25,11.52,8.06,10.0,18.85,12.57,3.67,1.5,1.5,266.45,10.66
TXN-2023-014108,CUST-431,Milk,Low,False,27,3,23.7,685.1,19.5,5.0,17.55,8.29,6.31,10.0,20.55,13.7,2.83,1.5,1.0,155.61,5.76
TXN-2023-014109,CUST-431,Fresh,Low,False,17,1,44.96,427.44,7.5,5.0,11.05,13.49,3.53,10.0,21.37,12.82,2.03,1.5,1.0,130.19,7.66
TXN-2023-014110,CUST-431,Grocery,Low,False,29,4,137.44,737.21,24.0,5.0,18.85,13.74,7.18,10.0,7.37,7.37,3.44,1.0,1.0,96.95,3.34
TXN-2023-014111,CUST-431,Grocery,Medium,False,11,1,52.13,280.7,6.0,5.0,7.15,7.82,2.72,10.0,2.81,2.81,1.43,1.0,1.5,68.61,6.24
TXN-2023-014112,CUST-431,Milk,Medium,False,58,2,50.9,1474.83,13.0,5.0,37.7,26.72,8.36,10.0,44.24,29.5,4.54,1.5,1.5,402.88,6.95
TXN-2023-014113,CUST-431,Delicatessen,Medium,False,11,1,6.75,288.86,7.0,5.0,7.15,3.24,2.87,10.0,23.11,14.44,1.26,1.5,1.5,166.67,15.15
TXN-2023-014114,CUST-431,Delicatessen,Medium,False,41,1,25.15,1046.11,7.0,5.0,26.65,12.07,5.8,10.0,83.69,52.31,2.83,1.5,1.3,400.42,9.77
TXN-2023-014115,CUST-431,Grocery,High,False,20,5,94.78,501.69,30.0,5.0,13.0,18.96,7.2,10.0,5.02,5.02,3.71,1.0,1.8,176.22,8.81
TXN-2023-014116,CUST-431,Grocery,Medium,False,16,5,75.83,408.63,30.0,5.0,10.4,11.37,6.81,10.0,4.09,4.09,3.18,1.0,1.5,127.4,7.96
TXN-2023-014117,CUST-431,Fresh,Medium,False,14,3,37.02,356.2,22.5,5.0,9.1,16.66,5.49,10.0,17.81,10.69,2.94,1.5,1.2,180.33,12.88
TXN-2023-014118,CUST-431,Grocery,Low,False,46,1,218.0,1157.32,6.0,5.0,29.9,21.8,6.14,10.0,11.57,11.57,3.44,1.0,1.0,105.42,2.29
TXN-2023-014119,CUST-431,Grocery,Medium,False,25,4,118.48,636.38,24.0,5.0,16.25,17.77,6.79,10.0,6.36,6.36,3.49,1.0,1.5,144.04,5.76
TXN-2023-014120,CUST-431,Grocery,Medium,False,10,1,47.39,268.09,6.0,5.0,6.5,7.11,2.62,10.0,2.68,2.68,1.36,1.0,1.5,65.94,6.59
TXN-2023-014121,CUST-431,Grocery,High,False,23,3,109.0,599.18,18.0,5.0,14.95,21.8,5.69,10.0,5.99,5.99,3.27,1.0,1.8,163.26,7.1
TXN-2023-014122,CUST-431,Grocery,Low,False,14,4,66.35,366.72,24.0,5.0,9.1,6.63,5.71,10.0,3.67,3.67,2.52,1.0,1.0,70.31,5.02
TXN-2023-014123,CUST-431,Grocery,Medium,False,24,1,113.74,623.2,6.0,5.0,15.6,17.06,3.99,10.0,6.23,6.23,2.38,1.0,1.2,87.0,3.62
TXN-2023-014124,CUST-431,Grocery,Medium,False,31,2,146.91,783.65,12.0,5.0,20.15,22.04,5.57,10.0,7.84,7.84,3.24,1.0,1.2,112.4,3.63
TXN-2023-014125,CUST-431,Fresh,Medium,False,23,2,60.82,599.88,15.0,5.0,14.95,27.37,5.24,10.0,29.99,18.0,3.38,1.5,1.5,290.1,12.61
TXN-2023-014126,CUST-431,Grocery,Low,False,31,5,146.91,786.4,30.0,5.0,20.15,14.69,8.27,10.0,7.86,7.86,3.91,1.0,1.0,107.75,3.48
TXN-2023-014127,CUST-431,Grocery,High,False,20,2,94.78,509.0,12.0,5.0,13.0,18.96,4.5,10.0,5.09,5.09,2.67,1.0,1.8,137.36,6.87
TXN-2023-014128,CUST-431,Delicatessen,Low,False,25,5,15.34,639.93,35.0,5.0,16.25,4.91,8.44,10.0,51.19,32.0,3.48,1.5,1.0,249.4,9.98
TXN-2023-014129,CUST-431,Grocery,Medium,False,19,1,90.04,497.05,6.0,5.0,12.35,13.51,3.5,10.0,4.97,4.97,2.02,1.0,1.5,93.48,4.92
TXN-2023-014130,CUST-431,Grocery,Low,False,18,1,85.31,470.05,6.0,5.0,11.7,8.53,3.41,10.0,4.7,4.7,1.73,1.0,1.0,55.77,3.1
TXN-2023-014131,CUST-431,Milk,Medium,False,15,2,13.16,390.81,13.0,5.0,9.75,6.91,4.16,10.0,11.72,7.82,1.94,1.5,1.2,126.55,8.44
TXN-2023-014132,CUST-431,Grocery,Low,False,33,2,156.39,837.2,12.0,5.0,21.45,15.64,5.77,10.0,8.37,8.37,2.99,1.0,1.0,89.59,2.71
TXN-2023-014133,CUST-431,Fresh,Medium,False,9,2,23.8,239.02,15.0,5.0,5.85,10.71,3.88,10.0,11.95,7.17,2.02,1.5,1.5,161.06,17.9
TXN-2023-014134,CUST-431,Milk,Low,False,43,1,37.74,1080.51,6.5,5.0,27.95,13.21,5.92,10.0,32.42,21.61,2.93,1.5,1.0,188.29,4.38
TXN-2023-014135,CUST-431,Grocery,Medium,False,26,4,123.22,650.44,24.0,5.0,16.9,18.48,6.89,10.0,6.5,6.5,3.56,1.0,1.5,146.76,5.64
TXN-2023-014136,CUST-431,Grocery,Low,False,15,1,71.09,393.07,6.0,5.0,9.75,7.11,3.11,10.0,3.93,3.93,1.55,1.0,1.0,50.38,3.36
TXN-2023-014137,CUST-431,Grocery,Medium,False,17,2,80.57,436.63,12.0,5.0,11.05,12.08,4.21,10.0,4.37,4.37,2.22,1.0,1.5,97.94,5.76
TXN-2023-014138,CUST-431,Grocery,Medium,False,23,4,109.0,592.34,24.0,5.0,14.95,16.35,6.59,10.0,5.92,5.92,3.34,1.0,1.5,138.13,6.01
TXN-2023-014139,CUST-431,Fresh,Medium,False,17,3,44.96,436.88,22.5,5.0,11.05,20.23,5.78,10.0,21.84,13.11,3.23,1.5,1.5,253.67,14.92
TXN-2023-014140,CUST-431,Grocery,Low,False,15,4,71.09,392.44,24.0,5.0,9.75,7.11,5.81,10.0,3.92,3.92,2.58,1.0,1.0,72.1,4.81
TXN-2023-014141,CUST-431,Grocery,Medium,False,10,2,47.39,263.71,12.0,5.0,6.5,7.11,3.52,10.0,2.64,2.64,1.71,1.0,1.5,76.67,7.67
TXN-2023-014142,CUST-431,Grocery,Low,False,27,4,127.96,687.74,24.0,5.0,17.55,12.8,6.98,10.0,6.88,6.88,3.32,1.0,1.0,93.4,3.46
TXN-2023-014143,CUST-431,Grocery,Low,False,25,3,118.48,641.2,18.0,5.0,16.25,11.85,5.89,10.0,6.41,6.41,2.85,1.0,1.0,82.66,3.31
TXN-2023-014144,CUST-431,Delicatessen,Medium,False,19,4,11.66,480.83,28.0,5.0,12.35,5.6,6.8,10.0,38.47,24.04,2.89,1.5,1.2,239.66,12.61
TXN-2023-014145,CUST-432,Grocery,Low,False,50,1,236.96,1261.49,6.0,5.0,32.5,23.7,6.52,10.0,12.61,12.61,3.69,1.0,1.0,112.64,2.25
TXN-2023-014146,CUST-432,Frozen,Medium,False,40,1,62.33,1023.11,6.5,5.0,26.0,37.4,5.62,10.0,20.46,20.46,4.03,1.0,1.5,203.21,5.08
TXN-2023-014147,CUST-432,Fresh,Low,False,21,3,55.54,529.85,22.5,5.0,13.65,16.66,6.17,10.0,26.49,15.9,3.2,1.5,1.0,179.36,8.54
TXN-2023-014148,CUST-432,Fresh,Medium,False,38,5,100.49,957.59,37.5,5.0,24.7,45.22,10.08,10.0,47.88,28.73,6.13,1.5,1.5,484.28,12.74
TXN-2023-014149,CUST-432,Milk,Medium,False,27,2,23.7,697.82,13.0,5.0,17.55,12.44,5.33,10.0,20.93,13.96,2.67,1.5,1.3,196.72,7.29
TXN-2023-014150,CUST-432,Fresh,Medium,False,61,2,161.32,1525.06,15.0,5.0,39.65,72.59,8.95,10.0,76.25,45.75,7.06,1.5,1.5,630.57,10.34
TXN-2023-014151,CUST-432,DetergentsPaper,Medium,False,53,4,53.83,1332.51,22.0,5.0,34.45,6.46,9.22,10.0,6.66,6.66,3.86,1.0,1.3,135.6,2.56
TXN-2023-014152,CUST-432,Frozen,Medium,False,86,2,134.01,2159.36,13.0,5.0,55.9,80.41,11.09,10.0,43.19,43.19,8.27,1.0,1.3,351.05,4.08
TXN-2023-014153,CUST-432,Grocery,Low,False,26,5,123.22,669.52,30.0,5.0,16.9,12.32,7.79,10.0,6.7,6.7,3.6,1.0,1.0,99.0,3.81
TXN-2023-014154,CUST-432,Frozen,Medium,False,24,1,37.4,603.29,6.5,5.0,15.6,22.44,4.07,10.0,12.07,12.07,2.68,1.0,1.2,108.5,4.52
TXN-2023-014155,CUST-432,Frozen,Medium,False,21,3,32.72,539.9,19.5,5.0,13.65,19.63,5.72,10.0,10.8,10.8,3.18,1.0,1.5,147.42,7.02
TXN-2023-014156,CUST-432,Grocery,Low,False,29,2,137.44,747.84,12.0,5.0,18.85,13.74,5.38,10.0,7.48,7.48,2.75,1.0,1.0,82.68,2.85
TXN-2023-014157,CUST-432,Fresh,Medium,False,36,3,95.2,917.85,22.5,5.0,23.4,42.84,7.64,10.0,45.89,27.54,5.07,1.5,1.2,341.77,9.49
TXN-2023-014158,CUST-432,Frozen,Low,False,24,1,37.4,617.31,6.5,5.0,15.6,14.96,4.07,10.0,12.35,12.35,2.31,1.0,1.0,83.12,3.46
TXN-2023-014159,CUST-432,Frozen,Low,False,26,3,40.51,651.52,19.5,5.0,16.9,16.21,6.21,10.0,13.03,13.03,3.19,1.0,1.0,103.07,3.96
TXN-2023-014160,CUST-432,Fresh,Medium,False,21,2,55.54,539.02,15.0,5.0,13.65,24.99,5.05,10.0,26.95,16.17,3.18,1.5,1.3,233.99,11.14
TXN-2023-014161,CUST-432,Grocery,Low,False,20,2,94.78,518.55,12.0,5.0,13.0,9.48,4.5,10.0,5.19,5.19,2.2,1.0,1.0,66.55,3.33
TXN-2023-014162,CUST-432,Grocery,High,False,42,4,199.05,1052.55,24.0,5.0,27.3,39.81,8.44,10.0,10.53,10.53,5.23,1.0,1.8,253.5,6.04
TXN-2023-014163,CUST-432,Grocery,Medium,False,34,3,161.13,863.42,18.0,5.0,22.1,24.17,6.76,10.0,8.63,8.63,3.8,1.0,1.2,128.53,3.78
TXN-2023-014164,CUST-432,Frozen,Medium,False,25,1,38.96,643.0,6.5,5.0,16.25,23.37,4.16,10.0,12.86,12.86,2.76,1.0,1.5,140.66,5.63
TXN-2023-014165,CUST-432,Frozen,Low,False,25,1,38.96,625.81,6.5,5.0,16.25,15.58,4.16,10.0,12.52,12.52,2.37,1.0,1.0,84.9,3.4
TXN-2023-014166,CUST-432,Frozen,Medium,False,24,4,37.4,609.05,26.0,5.0,15.6,22.44,6.99,10.0,12.18,12.18,3.8,1.0,1.5,171.29,7.14
TXN-2023-014167,CUST-432,Milk,Low,False,35,4,30.72,883.23,26.0,5.0,22.75,10.75,8.06,10.0,26.5,17.66,3.63,1.5,1.0,195.53,5.59
TXN-2023-014168,CUST-432,Fresh,Low,False,18,2,47.6,470.56,15.0,5.0,11.7,14.28,4.75,10.0,23.53,14.12,2.54,1.5,1.0,151.38,8.41
TXN-2023-014169,CUST-432,Frozen,Medium,False,59,2,91.94,1485.34,13.0,5.0,38.35,55.16,8.45,10.0,29.71,29.71,6.0,1.0,1.2,234.45,3.97
TXN-2023-014170,CUST-432,Fresh,Low,False,20,4,52.89,519.76,30.0,5.0,13.0,15.87,7.2,10.0,25.99,15.59,3.55,1.5,1.0,189.3,9.47
TXN-2023-014171,CUST-432,Milk,Low,False,21,1,18.43,528.54,6.5,5.0,13.65,6.45,3.77,10.0,15.86,10.57,1.77,1.5,1.0,110.35,5.25
TXN-2023-014172,CUST-432,Frozen,High,False,114,1,177.64,2872.11,6.5,5.0,74.1,142.11,12.84,10.0,57.44,57.44,12.03,1.0,1.8,679.44,5.96
TXN-2023-014173,CUST-432,Frozen,Low,False,75,2,116.87,1879.81,13.0,5.0,48.75,46.75,10.01,10.0,37.6,37.6,6.18,1.0,1.0,214.88,2.87
TXN-2023-014174,CUST-432,Fresh,Low,False,27,3,71.4,694.93,22.5,5.0,17.55,21.42,6.76,10.0,34.75,20.85,3.66,1.5,1.0,213.73,7.92
TXN-2023-014175,CUST-432,Frozen,Low,False,53,5,82.59,1328.59,32.5,5.0,34.45,33.03,10.79,10.0,26.57,26.57,5.79,1.0,1.0,184.71,3.49
TXN-2023-014176,CUST-432,Frozen,Medium,False,25,5,38.96,636.62,32.5,5.0,16.25,23.37,8.06,10.0,12.73,12.73,4.26,1.0,1.5,187.37,7.49
TXN-2023-014177,CUST-432,Grocery,Medium,False,20,2,94.78,520.77,12.0,5.0,13.0,14.22,4.5,10.0,5.21,5.21,2.44,1.0,1.5,107.35,5.37
TXN-2023-014178,CUST-432,Fresh,Low,False,52,5,137.52,1315.54,37.5,5.0,33.8,41.25,11.45,10.0,65.78,39.47,6.45,1.5,1.0,376.04,7.23
TXN-2023-014179,CUST-432,Frozen,Medium,False,45,3,70.12,1149.31,19.5,5.0,29.25,42.07,8.06,10.0,22.99,22.99,5.19,1.0,1.5,247.58,5.5
TXN-2023-014180,CUST-432,Milk,Low,False,61,3,53.53,1545.77,19.5,5.0,39.65,18.74,9.62,10.0,46.37,30.92,4.63,1.5,1.0,276.63,4.53
TXN-2023-014181,CUST-432,Frozen,Low,False,25,5,38.96,643.7,32.5,5.0,16.25,15.58,8.06,10.0,12.87,12.87,3.87,1.0,1.0,117.01,4.68
TXN-2023-014182,CUST-433,Fresh,Medium,False,31,2,81.98,781.34,15.0,5.0,20.15,36.89,6.02,10.0,39.07,23.44,4.15,1.5,1.5,359.38,11.59
TXN-2023-014183,CUST-433,Fresh,High,False,21,5,55.54,534.18,37.5,5.0,13.65,33.32,8.42,10.0,26.71,16.03,4.89,1.5,1.8,419.91,20.0
TXN-2023-014184,CUST-433,Fresh,High,False,10,3,26.45,251.69,22.5,5.0,6.5,15.87,5.1,10.0,12.58,7.55,2.75,1.5,1.8,237.2,23.72
TXN-2023-014185,CUST-433,Grocery,Low,False,11,3,52.13,293.99,18.0,5.0,7.15,5.21,4.52,10.0,2.94,2.94,1.99,1.0,1.0,57.76,5.25
TXN-2023-014186,CUST-433,Fresh,Medium,False,16,1,42.31,412.62,7.5,5.0,10.4,19.04,3.43,10.0,20.63,12.38,2.27,1.5,1.5,203.97,12.75
TXN-2023-014187,CUST-433,Fresh,Medium,False,13,5,34.38,333.63,37.5,5.0,8.45,15.47,7.64,10.0,16.68,10.01,3.7,1.5,1.5,257.53,19.81
TXN-2023-014188,CUST-433,Fresh,Low,False,16,3,42.31,413.96,22.5,5.0,10.4,12.69,5.68,10.0,20.7,12.42,2.81,1.5,1.0,153.31,9.58
TXN-2023-014189,CUST-433,Grocery,Medium,False,18,3,85.31,469.35,18.0,5.0,11.7,12.8,5.21,10.0,4.69,4.69,2.64,1.0,1.5,112.08,6.23
TXN-2023-014190,CUST-433,Fresh,Medium,False,32,5,84.63,824.42,37.5,5.0,20.8,38.08,9.49,10.0,41.22,24.73,5.54,1.5,1.2,346.27,10.82
TXN-2023-014191,CUST-433,Fresh,Medium,False,27,1,71.4,688.77,7.5,5.0,17.55,32.13,4.51,10.0,34.44,20.66,3.33,1.5,1.5,304.03,11.26
TXN-2023-014192,CUST-433,Fresh,High,False,11,3,29.09,285.04,22.5,5.0,7.15,17.45,5.2,10.0,14.25,8.55,2.87,1.5,1.8,251.02,22.82
TXN-2023-014193,CUST-433,Fresh,High,False,11,4,29.09,277.27,30.0,5.0,7.15,17.45,6.32,10.0,13.86,8.32,3.3,1.5,1.8,273.79,24.89
TXN-2023-014194,CUST-433,Fresh,High,False,19,3,50.25,476.45,22.5,5.0,12.35,30.15,5.98,10.0,23.82,14.29,3.8,1.5,1.56,299.26,15.75
TXN-2023-014195,CUST-433,Grocery,Low,False,15,1,71.09,380.43,6.0,5.0,9.75,7.11,3.11,10.0,3.8,3.8,1.55,1.0,1.0,50.13,3.34
TXN-2023-014196,CUST-433,Fresh,Low,False,19,5,50.25,495.58,37.5,5.0,12.35,15.07,8.23,10.0,24.78,14.87,3.91,1.5,1.0,197.56,10.4
TXN-2023-014197,CUST-433,Fresh,Medium,False,23,3,60.82,586.94,22.5,5.0,14.95,27.37,6.37,10.0,29.35,17.61,3.81,1.5,1.5,308.14,13.4
TXN-2023-014198,CUST-433,Fresh,High,False,31,3,81.98,775.59,22.5,5.0,20.15,49.19,7.15,10.0,38.78,23.27,5.2,1.5,1.56,424.08,13.68
TXN-2023-014199,CUST-433,Fresh,Low,False,37,1,97.85,941.01,7.5,5.0,24.05,29.35,5.48,10.0,47.05,28.23,3.57,1.5,1.0,240.36,6.5
TXN-2023-014200,CUST-433,Fresh,Low,False,21,4,55.54,534.41,30.0,5.0,13.65,16.66,7.3,10.0,26.72,16.03,3.63,1.5,1.0,193.49,9.21
TXN-2023-014201,CUST-433,Fresh,Low,False,44,3,116.36,1124.72,22.5,5.0,28.6,34.91,8.41,10.0,56.24,33.74,4.97,1.5,1.0,306.56,6.97
TXN-2023-014202,CUST-433,Fresh,Low,False,15,5,39.67,380.57,37.5,5.0,9.75,11.9,7.84,10.0,19.03,11.42,3.6,1.5,1.0,174.05,11.6
TXN-2023-014203,CUST-433,Grocery,Medium,False,28,4,132.7,707.85,24.0,5.0,18.2,19.9,7.08,10.0,7.08,7.08,3.71,1.0,1.2,122.46,4.37
TXN-2023-014204,CUST-433,Grocery,Medium,False,20,1,94.78,514.54,6.0,5.0,13.0,14.22,3.6,10.0,5.15,5.15,2.09,1.0,1.2,77.04,3.85
TXN-2023-014205,CUST-433,DetergentsPaper,Medium,False,25,2,25.39,636.52,11.0,5.0,16.25,3.05,4.84,10.0,3.18,3.18,2.01,1.0,1.3,76.06,3.04
TXN-2023-014206,CUST-433,Fresh,Low,False,55,2,145.45,1387.51,15.0,5.0,35.75,43.64,8.36,10.0,69.38,41.63,5.39,1.5,1.0,351.2,6.39
TXN-2023-014207,CUST-433,Fresh,Low,False,25,2,66.11,644.23,15.0,5.0,16.25,19.83,5.44,10.0,32.21,19.33,3.08,1.5,1.0,189.2,7.57
TXN-2023-014208,CUST-433,Fresh,Low,False,29,5,76.69,730.81,37.5,5.0,18.85,23.01,9.2,10.0,36.54,21.92,4.68,1.5,1.0,250.05,8.62
TXN-2023-014209,CUST-433,Fresh,Low,False,46,1,121.65,1170.9,7.5,5.0,29.9,36.49,6.36,10.0,58.55,35.13,4.26,1.5,1.0,289.78,6.3
TXN-2023-014210,CUST-433,Fresh,Medium,False,19,5,50.25,475.82,37.5,5.0,12.35,22.61,8.23,10.0,23.79,14.27,4.28,1.5,1.5,310.59,16.35
TXN-2023-014211,CUST-433,Fresh,Low,False,14,4,37.02,357.13,30.0,5.0,9.1,11.11,6.62,10.0,17.86,10.71,3.09,1.5,1.0,155.23,11.09
TXN-2023-014212,CUST-433,Fresh,Medium,False,14,1,37.02,362.42,7.5,5.0,9.1,16.66,3.24,10.0,18.12,10.87,2.08,1.5,1.2,148.62,10.62
TXN-2023-014213,CUST-433,Fresh,Low,False,23,5,60.82,587.07,37.5,5.0,14.95,18.25,8.62,10.0,29.35,17.61,4.22,1.5,1.0,218.24,9.49
TXN-2023-014214,CUST-433,Fresh,Medium,False,21,1,55.54,527.07,7.5,5.0,13.65,24.99,3.92,10.0,26.35,15.81,2.75,1.5,1.5,247.46,11.78
TXN-2023-014215,CUST-433,Fresh,Medium,False,36,3,95.2,908.68,22.5,5.0,23.4,42.84,7.64,10.0,45.43,27.26,5.07,1.5,1.5,425.56,11.82
TXN-2023-014216,CUST-433,Fresh,Medium,False,10,4,26.45,252.64,30.0,5.0,6.5,11.9,6.22,10.0,12.63,7.58,2.98,1.5,1.5,208.84,20.88
TXN-2023-014217,CUST-433,Fresh,Low,False,11,1,29.09,290.11,7.5,5.0,7.15,8.73,2.95,10.0,14.51,8.7,1.57,1.5,1.0,99.15,9.01
TXN-2023-014218,CUST-433,Fresh,Medium,False,30,3,79.34,755.24,22.5,5.0,19.5,35.7,7.05,10.0,37.76,22.66,4.49,1.5,1.5,370.48,12.35
TXN-2023-014219,CUST-433,Milk,High,False,30,3,26.33,751.31,19.5,5.0,19.5,18.43,6.6,10.0,22.54,15.03,3.45,1.5,1.56,280.91,9.36
TXN-2023-014220,CUST-433,Fresh,Medium,False,27,5,71.4,676.26,37.5,5.0,17.55,32.13,9.01,10.0,33.81,20.29,5.06,1.5,1.3,332.18,12.3
TXN-2023-014221,CUST-433,Fresh,High,False,49,4,129.58,1237.22,30.0,5.0,31.85,77.75,10.03,10.0,61.86,37.12,7.73,1.5,1.8,732.61,14.95
TXN-2023-014222,CUST-433,Fresh,Medium,False,6,4,15.87,173.67,30.0,5.0,3.9,7.14,5.83,10.0,8.68,5.21,2.59,1.5,1.5,176.32,29.39
TXN-2023-014223,CUST-433,Fresh,Low,False,60,4,158.67,1501.84,30.0,5.0,39.0,47.6,11.1,10.0,75.09,45.06,6.64,1.5,1.0,404.23,6.74
TXN-2023-014224,CUST-433,Fresh,Medium,False,17,2,44.96,440.24,15.0,5.0,11.05,20.23,4.66,10.0,22.01,13.21,2.8,1.5,1.5,233.9,13.76
TXN-2023-014225,CUST-433,Fresh,Medium,False,26,5,68.76,666.18,37.5,5.0,16.9,30.94,8.91,10.0,33.31,19.99,4.96,1.5,1.3,326.64,12.56
