TRANSACTIONID,CUSTOMERID,TRANSACTIONAMOUNT,ISURGENT,BASE_SHIPPING_COST,URGENT_SURCHARGE,SIZE_SURCHARGE,TOTAL_SHIPPING_COST
TXN-2023-011167,CUST-349,259.02,false,7.77,0.00,0.00,7.77
TXN-2023-011168,CUST-349,231.94,false,6.96,0.00,0.00,6.96
TXN-2023-011169,CUST-349,196.04,false,5.88,0.00,0.00,5.88
TXN-2023-011170,CUST-349,541.22,false,16.24,0.00,0.00,16.24
TXN-2023-011171,CUST-349,275.95,false,8.28,0.00,0.00,8.28
TXN-2023-011172,CUST-349,292.72,false,8.78,0.00,0.00,8.78
TXN-2023-011173,CUST-349,407.69,false,12.23,0.00,0.00,12.23
TXN-2023-011174,CUST-349,208.71,false,6.26,0.00,0.00,6.26
TXN-2023-011175,CUST-349,515.69,false,15.47,0.00,0.00,15.47
TXN-2023-011176,CUST-349,328.18,false,9.85,0.00,0.00,9.85
TXN-2023-011177,CUST-349,708.94,false,21.27,0.00,0.00,21.27
TXN-2023-011178,CUST-349,197.92,false,5.94,0.00,0.00,5.94
TXN-2023-011179,CUST-349,207.54,false,6.23,0.00,0.00,6.23
TXN-2023-011180,CUST-349,223.47,true,6.70,6.70,0.00,13.41
TXN-2023-011181,CUST-349,820.53,false,24.62,0.00,0.00,24.62
TXN-2023-011182,CUST-349,205.73,false,6.17,0.00,0.00,6.17
TXN-2023-011183,CUST-349,335.31,false,10.06,0.00,0.00,10.06
TXN-2023-011184,CUST-349,632.18,false,18.97,0.00,0.00,18.97
TXN-2023-011185,CUST-349,275.57,true,8.27,8.27,0.00,16.53
TXN-2023-011186,CUST-349,284.41,true,8.53,8.53,0.00,17.06
TXN-2023-011187,CUST-349,705.56,false,21.17,0.00,0.00,21.17
TXN-2023-011188,CUST-349,141.94,true,4.26,4.26,0.00,8.52
TXN-2023-011189,CUST-349,287.91,false,8.64,0.00,0.00,8.64
TXN-2023-011190,CUST-349,181.25,false,5.44,0.00,0.00,5.44
TXN-2023-011191,CUST-349,189.10,false,5.67,0.00,0.00,5.67
TXN-2023-011192,CUST-349,166.43,false,4.99,0.00,0.00,4.99
TXN-2023-011193,CUST-349,412.55,false,12.38,0.00,0.00,12.38
TXN-2023-011194,CUST-350,5452.81,true,163.58,163.58,49.08,376.24
TXN-2023-011195,CUST-350,6756.14,false,202.68,0.00,60.81,263.49
TXN-2023-011196,CUST-350,3817.37,false,114.52,0.00,34.36,148.88
TXN-2023-011197,CUST-350,3399.28,false,101.98,0.00,30.59,132.57
TXN-2023-011198,CUST-350,3562.99,false,106.89,0.00,32.07,138.96
TXN-2023-011199,CUST-350,1565.80,false,46.97,0.00,0.00,46.97
TXN-2023-011200,CUST-350,6724.58,false,201.74,0.00,60.52,262.26
TXN-2023-011201,CUST-350,6461.98,false,193.86,0.00,58.16,252.02
TXN-2023-011202,CUST-350,4431.90,false,132.96,0.00,39.89,172.84
TXN-2023-011203,CUST-350,3867.91,false,116.04,0.00,34.81,150.85
TXN-2023-011204,CUST-350,5695.47,false,170.86,0.00,51.26,222.12
TXN-2023-011205,CUST-350,4074.76,false,122.24,0.00,36.67,158.92
TXN-2023-011206,CUST-351,146.20,false,4.39,0.00,0.00,4.39
TXN-2023-011207,CUST-351,459.05,false,13.77,0.00,0.00,13.77
TXN-2023-011208,CUST-351,113.10,false,3.39,0.00,0.00,3.39
TXN-2023-011209,CUST-351,469.48,false,14.08,0.00,0.00,14.08
TXN-2023-011210,CUST-351,214.30,false,6.43,0.00,0.00,6.43
TXN-2023-011211,CUST-351,161.48,false,4.84,0.00,0.00,4.84
TXN-2023-011212,CUST-351,325.91,false,9.78,0.00,0.00,9.78
TXN-2023-011213,CUST-351,441.67,false,13.25,0.00,0.00,13.25
TXN-2023-011214,CUST-351,305.40,false,9.16,0.00,0.00,9.16
TXN-2023-011215,CUST-351,217.09,false,6.51,0.00,0.00,6.51
TXN-2023-011216,CUST-351,195.81,false,5.87,0.00,0.00,5.87
TXN-2023-011217,CUST-351,321.18,false,9.64,0.00,0.00,9.64
TXN-2023-011218,CUST-351,411.81,false,12.35,0.00,0.00,12.35
TXN-2023-011219,CUST-351,207.44,false,6.22,0.00,0.00,6.22
TXN-2023-011220,CUST-351,210.10,false,6.30,0.00,0.00,6.30
TXN-2023-011221,CUST-351,403.20,true,12.10,12.10,0.00,24.19
TXN-2023-011222,CUST-351,259.71,false,7.79,0.00,0.00,7.79
TXN-2023-011223,CUST-351,230.49,false,6.91,0.00,0.00,6.91
TXN-2023-011224,CUST-351,155.71,false,4.67,0.00,0.00,4.67
TXN-2023-011225,CUST-351,259.68,false,7.79,0.00,0.00,7.79
TXN-2023-011226,CUST-351,289.05,false,8.67,0.00,0.00,8.67
TXN-2023-011227,CUST-351,599.89,false,18.00,0.00,0.00,18.00
TXN-2023-011228,CUST-351,285.22,false,8.56,0.00,0.00,8.56
TXN-2023-011229,CUST-351,168.55,true,5.06,5.06,0.00,10.11
TXN-2023-011230,CUST-351,500.09,false,15.00,0.00,0.00,15.00
TXN-2023-011231,CUST-351,500.64,false,15.02,0.00,0.00,15.02
TXN-2023-011232,CUST-351,144.04,false,4.32,0.00,0.00,4.32
TXN-2023-011233,CUST-351,348.36,false,10.45,0.00,0.00,10.45
TXN-2023-011234,CUST-351,467.16,false,14.01,0.00,0.00,14.01
TXN-2023-011235,CUST-351,172.35,false,5.17,0.00,0.00,5.17
TXN-2023-011236,CUST-351,434.54,false,13.04,0.00,0.00,13.04
TXN-2023-011237,CUST-351,162.30,false,4.87,0.00,0.00,4.87
TXN-2023-011238,CUST-352,3367.94,false,101.04,0.00,30.31,131.35
TXN-2023-011239,CUST-352,1816.61,false,54.50,0.00,0.00,54.50
TXN-2023-011240,CUST-352,1956.71,false,58.70,0.00,0.00,58.70
TXN-2023-011241,CUST-352,3095.40,false,92.86,0.00,27.86,120.72
TXN-2023-011242,CUST-352,11608.73,false,348.26,0.00,104.48,452.74
TXN-2023-011243,CUST-352,5942.31,false,178.27,0.00,53.48,231.75
TXN-2023-011244,CUST-352,3251.31,false,97.54,0.00,29.26,126.80
TXN-2023-011245,CUST-352,2874.24,false,86.23,0.00,0.00,86.23
TXN-2023-011246,CUST-352,3647.89,false,109.44,0.00,32.83,142.27
TXN-2023-011247,CUST-352,4362.10,false,130.86,0.00,39.26,170.12
TXN-2023-011248,CUST-352,7338.93,false,220.17,0.00,66.05,286.22
TXN-2023-011249,CUST-352,1801.81,false,54.05,0.00,0.00,54.05
TXN-2023-011250,CUST-353,85.65,false,2.57,0.00,0.00,2.57
TXN-2023-011251,CUST-353,102.06,false,3.06,0.00,0.00,3.06
TXN-2023-011252,CUST-353,104.38,true,3.13,3.13,0.00,6.26
TXN-2023-011253,CUST-353,71.17,false,2.14,0.00,0.00,2.14
TXN-2023-011254,CUST-353,70.80,false,2.12,0.00,0.00,2.12
TXN-2023-011255,CUST-353,104.38,false,3.13,0.00,0.00,3.13
TXN-2023-011256,CUST-353,106.70,false,3.20,0.00,0.00,3.20
TXN-2023-011257,CUST-353,106.70,false,3.20,0.00,0.00,3.20
TXN-2023-011258,CUST-353,106.70,false,3.20,0.00,0.00,3.20
TXN-2023-011259,CUST-353,78.45,false,2.35,0.00,0.00,2.35
TXN-2023-011260,CUST-353,119.46,false,3.58,0.00,0.00,3.58
TXN-2023-011261,CUST-353,99.08,false,2.97,0.00,0.00,2.97
TXN-2023-011262,CUST-353,85.13,false,2.55,0.00,0.00,2.55
TXN-2023-011263,CUST-353,86.31,true,2.59,2.59,0.00,5.18
TXN-2023-011264,CUST-353,121.78,false,3.65,0.00,0.00,3.65
TXN-2023-011265,CUST-353,121.78,false,3.65,0.00,0.00,3.65
TXN-2023-011266,CUST-353,99.71,false,2.99,0.00,0.00,2.99
TXN-2023-011267,CUST-353,121.78,false,3.65,0.00,0.00,3.65
TXN-2023-011268,CUST-353,125.26,false,3.76,0.00,0.00,3.76
TXN-2023-011269,CUST-353,125.26,false,3.76,0.00,0.00,3.76
TXN-2023-011270,CUST-353,125.91,false,3.78,0.00,0.00,3.78
TXN-2023-011271,CUST-353,144.98,false,4.35,0.00,0.00,4.35
TXN-2023-011272,CUST-353,144.98,false,4.35,0.00,0.00,4.35
TXN-2023-011273,CUST-353,144.98,false,4.35,0.00,0.00,4.35
TXN-2023-011274,CUST-353,141.50,false,4.25,0.00,0.00,4.25
TXN-2023-011275,CUST-353,56.34,false,1.69,0.00,0.00,1.69
TXN-2023-011276,CUST-353,116.27,false,3.49,0.00,0.00,3.49
TXN-2023-011277,CUST-353,114.73,false,3.44,0.00,0.00,3.44
TXN-2023-011278,CUST-353,53.75,false,1.61,0.00,0.00,1.61
TXN-2023-011279,CUST-353,139.18,false,4.18,0.00,0.00,4.18
TXN-2023-011280,CUST-353,114.12,false,3.42,0.00,0.00,3.42
TXN-2023-011281,CUST-353,139.18,false,4.18,0.00,0.00,4.18
TXN-2023-011282,CUST-353,83.12,false,2.49,0.00,0.00,2.49
TXN-2023-011283,CUST-353,132.96,false,3.99,0.00,0.00,3.99
TXN-2023-011284,CUST-353,69.46,false,2.08,0.00,0.00,2.08
TXN-2023-011285,CUST-353,100.54,false,3.02,0.00,0.00,3.02
TXN-2023-011286,CUST-353,83.90,false,2.52,0.00,0.00,2.52
TXN-2023-011287,CUST-353,162.37,false,4.87,0.00,0.00,4.87
TXN-2023-011288,CUST-353,124.30,true,3.73,3.73,0.00,7.46
TXN-2023-011289,CUST-353,126.89,false,3.81,0.00,0.00,3.81
TXN-2023-011290,CUST-354,1532.56,false,45.98,0.00,0.00,45.98
TXN-2023-011291,CUST-354,3673.80,false,110.21,0.00,33.06,143.28
TXN-2023-011292,CUST-354,3808.15,false,114.24,0.00,34.27,148.52
TXN-2023-011293,CUST-354,2630.27,true,78.91,78.91,0.00,157.82
TXN-2023-011294,CUST-354,4276.37,false,128.29,0.00,38.49,166.78
TXN-2023-011295,CUST-354,2768.15,false,83.04,0.00,0.00,83.04
TXN-2023-011296,CUST-354,4545.79,false,136.37,0.00,40.91,177.29
TXN-2023-011297,CUST-354,1900.43,false,57.01,0.00,0.00,57.01
TXN-2023-011298,CUST-354,3897.76,false,116.93,0.00,35.08,152.01
TXN-2023-011299,CUST-354,4613.04,false,138.39,0.00,41.52,179.91
TXN-2023-011300,CUST-354,2288.13,false,68.64,0.00,0.00,68.64
TXN-2023-011301,CUST-354,1670.53,false,50.12,0.00,0.00,50.12
TXN-2023-011302,CUST-355,1133.00,false,33.99,0.00,0.00,33.99
TXN-2023-011303,CUST-355,691.83,true,20.75,20.75,0.00,41.51
TXN-2023-011304,CUST-355,502.89,false,15.09,0.00,0.00,15.09
TXN-2023-011305,CUST-355,450.08,false,13.50,0.00,0.00,13.50
TXN-2023-011306,CUST-355,265.03,true,7.95,7.95,0.00,15.90
TXN-2023-011307,CUST-355,590.11,false,17.70,0.00,0.00,17.70
TXN-2023-011308,CUST-355,684.64,false,20.54,0.00,0.00,20.54
TXN-2023-011309,CUST-355,1028.42,false,30.85,0.00,0.00,30.85
TXN-2023-011310,CUST-355,1290.41,false,38.71,0.00,0.00,38.71
TXN-2023-011311,CUST-355,334.26,false,10.03,0.00,0.00,10.03
TXN-2023-011312,CUST-355,381.25,false,11.44,0.00,0.00,11.44
TXN-2023-011313,CUST-355,648.33,false,19.45,0.00,0.00,19.45
TXN-2023-011314,CUST-355,358.70,false,10.76,0.00,0.00,10.76
TXN-2023-011315,CUST-355,1343.04,false,40.29,0.00,0.00,40.29
TXN-2023-011316,CUST-355,1144.20,false,34.33,0.00,0.00,34.33
TXN-2023-011317,CUST-355,1450.17,false,43.51,0.00,0.00,43.51
TXN-2023-011318,CUST-355,989.58,false,29.69,0.00,0.00,29.69
TXN-2023-011319,CUST-355,1469.67,true,44.09,44.09,0.00,88.18
TXN-2023-011320,CUST-355,511.39,false,15.34,0.00,0.00,15.34
TXN-2023-011321,CUST-355,1282.74,false,38.48,0.00,0.00,38.48
TXN-2023-011322,CUST-355,1070.83,false,32.12,0.00,0.00,32.12
TXN-2023-011323,CUST-355,1615.50,false,48.47,0.00,0.00,48.47
TXN-2023-011324,CUST-355,1863.61,false,55.91,0.00,0.00,55.91
TXN-2023-011325,CUST-355,351.43,false,10.54,0.00,0.00,10.54
TXN-2023-011326,CUST-355,831.42,false,24.94,0.00,0.00,24.94
TXN-2023-011327,CUST-355,995.23,false,29.86,0.00,0.00,29.86
TXN-2023-011328,CUST-355,516.38,false,15.49,0.00,0.00,15.49
TXN-2023-011329,CUST-355,1210.45,false,36.31,0.00,0.00,36.31
TXN-2023-011330,CUST-355,1059.19,false,31.78,0.00,0.00,31.78
TXN-2023-011331,CUST-355,623.15,false,18.69,0.00,0.00,18.69
TXN-2023-011332,CUST-355,1284.52,false,38.54,0.00,0.00,38.54
TXN-2023-011333,CUST-355,562.63,false,16.88,0.00,0.00,16.88
TXN-2023-011334,CUST-355,878.45,false,26.35,0.00,0.00,26.35
TXN-2023-011335,CUST-355,1641.26,false,49.24,0.00,0.00,49.24
TXN-2023-011336,CUST-355,1934.96,false,58.05,0.00,0.00,58.05
TXN-2023-011337,CUST-355,1051.25,false,31.54,0.00,0.00,31.54
TXN-2023-011338,CUST-356,73.88,false,2.22,0.00,0.00,2.22
TXN-2023-011339,CUST-356,73.88,false,2.22,0.00,0.00,2.22
TXN-2023-011340,CUST-356,73.88,false,2.22,0.00,0.00,2.22
TXN-2023-011341,CUST-356,73.88,false,2.22,0.00,0.00,2.22
TXN-2023-011342,CUST-356,75.56,false,2.27,0.00,0.00,2.27
TXN-2023-011343,CUST-356,75.56,false,2.27,0.00,0.00,2.27
TXN-2023-011344,CUST-356,75.56,false,2.27,0.00,0.00,2.27
TXN-2023-011345,CUST-356,77.24,false,2.32,0.00,0.00,2.32
TXN-2023-011346,CUST-356,77.24,false,2.32,0.00,0.00,2.32
TXN-2023-011347,CUST-356,77.24,false,2.32,0.00,0.00,2.32
TXN-2023-011348,CUST-356,77.24,false,2.32,0.00,0.00,2.32
TXN-2023-011349,CUST-356,56.30,false,1.69,0.00,0.00,1.69
TXN-2023-011350,CUST-356,86.47,false,2.59,0.00,0.00,2.59
TXN-2023-011351,CUST-356,86.47,false,2.59,0.00,0.00,2.59
TXN-2023-011352,CUST-356,82.07,false,2.46,0.00,0.00,2.46
TXN-2023-011353,CUST-356,88.15,false,2.64,0.00,0.00,2.64
TXN-2023-011354,CUST-356,61.67,false,1.85,0.00,0.00,1.85
TXN-2023-011355,CUST-356,88.15,false,2.64,0.00,0.00,2.64
TXN-2023-011356,CUST-356,58.60,false,1.76,0.00,0.00,1.76
TXN-2023-011357,CUST-356,90.67,false,2.72,0.00,0.00,2.72
TXN-2023-011358,CUST-356,104.94,false,3.15,0.00,0.00,3.15
TXN-2023-011359,CUST-356,104.94,true,3.15,3.15,0.00,6.30
TXN-2023-011360,CUST-356,104.94,false,3.15,0.00,0.00,3.15
TXN-2023-011361,CUST-356,102.42,false,3.07,0.00,0.00,3.07
TXN-2023-011362,CUST-356,98.00,true,2.94,2.94,0.00,5.88
TXN-2023-011363,CUST-356,102.42,false,3.07,0.00,0.00,3.07
TXN-2023-011364,CUST-356,102.42,false,3.07,0.00,0.00,3.07
TXN-2023-011365,CUST-356,96.55,false,2.90,0.00,0.00,2.90
TXN-2023-011366,CUST-356,92.34,false,2.77,0.00,0.00,2.77
TXN-2023-011367,CUST-356,76.61,false,2.30,0.00,0.00,2.30
TXN-2023-011368,CUST-356,73.06,false,2.19,0.00,0.00,2.19
TXN-2023-011369,CUST-356,100.75,false,3.02,0.00,0.00,3.02
TXN-2023-011370,CUST-356,100.75,false,3.02,0.00,0.00,3.02
TXN-2023-011371,CUST-356,113.34,false,3.40,0.00,0.00,3.40
TXN-2023-011372,CUST-356,111.66,false,3.35,0.00,0.00,3.35
TXN-2023-011373,CUST-356,117.54,false,3.53,0.00,0.00,3.53
TXN-2023-011374,CUST-356,117.54,false,3.53,0.00,0.00,3.53
TXN-2023-011375,CUST-356,117.54,false,3.53,0.00,0.00,3.53
TXN-2023-011376,CUST-356,117.54,false,3.53,0.00,0.00,3.53
TXN-2023-011377,CUST-357,350.94,false,10.53,0.00,0.00,10.53
TXN-2023-011378,CUST-357,491.94,false,14.76,0.00,0.00,14.76
TXN-2023-011379,CUST-357,599.67,false,17.99,0.00,0.00,17.99
TXN-2023-011380,CUST-357,289.45,false,8.68,0.00,0.00,8.68
TXN-2023-011381,CUST-357,350.53,false,10.52,0.00,0.00,10.52
TXN-2023-011382,CUST-357,529.01,false,15.87,0.00,0.00,15.87
TXN-2023-011383,CUST-357,514.11,false,15.42,0.00,0.00,15.42
TXN-2023-011384,CUST-357,852.84,false,25.59,0.00,0.00,25.59
TXN-2023-011385,CUST-357,491.87,false,14.76,0.00,0.00,14.76
TXN-2023-011386,CUST-357,308.47,false,9.25,0.00,0.00,9.25
TXN-2023-011387,CUST-357,801.55,false,24.05,0.00,0.00,24.05
TXN-2023-011388,CUST-357,641.42,true,19.24,19.24,0.00,38.49
TXN-2023-011389,CUST-357,645.01,true,19.35,19.35,0.00,38.70
TXN-2023-011390,CUST-357,435.20,true,13.06,13.06,0.00,26.11
TXN-2023-011391,CUST-357,410.14,false,12.30,0.00,0.00,12.30
TXN-2023-011392,CUST-357,826.35,false,24.79,0.00,0.00,24.79
TXN-2023-011393,CUST-357,796.40,false,23.89,0.00,0.00,23.89
TXN-2023-011394,CUST-357,607.45,false,18.22,0.00,0.00,18.22
TXN-2023-011395,CUST-357,318.68,false,9.56,0.00,0.00,9.56
TXN-2023-011396,CUST-357,660.48,false,19.81,0.00,0.00,19.81
TXN-2023-011397,CUST-357,677.02,false,20.31,0.00,0.00,20.31
TXN-2023-011398,CUST-357,722.38,false,21.67,0.00,0.00,21.67
TXN-2023-011399,CUST-357,675.91,true,20.28,20.28,0.00,40.55
TXN-2023-011400,CUST-357,479.53,false,14.39,0.00,0.00,14.39
TXN-2023-011401,CUST-357,388.45,false,11.65,0.00,0.00,11.65
TXN-2023-011402,CUST-357,683.01,false,20.49,0.00,0.00,20.49
TXN-2023-011403,CUST-357,714.56,false,21.44,0.00,0.00,21.44
TXN-2023-011404,CUST-357,557.68,false,16.73,0.00,0.00,16.73
TXN-2023-011405,CUST-357,432.50,false,12.98,0.00,0.00,12.98
TXN-2023-011406,CUST-357,343.87,false,10.32,0.00,0.00,10.32
TXN-2023-011407,CUST-357,360.13,false,10.80,0.00,0.00,10.80
TXN-2023-011408,CUST-357,661.31,false,19.84,0.00,0.00,19.84
TXN-2023-011409,CUST-357,1015.44,false,30.46,0.00,0.00,30.46
TXN-2023-011410,CUST-357,475.76,false,14.27,0.00,0.00,14.27
TXN-2023-011411,CUST-357,533.68,false,16.01,0.00,0.00,16.01
TXN-2023-011412,CUST-357,610.30,false,18.31,0.00,0.00,18.31
TXN-2023-011413,CUST-357,484.69,true,14.54,14.54,0.00,29.08
TXN-2023-011414,CUST-357,332.34,true,9.97,9.97,0.00,19.94
TXN-2023-011415,CUST-357,361.44,false,10.84,0.00,0.00,10.84
TXN-2023-011416,CUST-357,224.33,false,6.73,0.00,0.00,6.73
TXN-2023-011417,CUST-357,333.91,false,10.02,0.00,0.00,10.02
TXN-2023-011418,CUST-357,258.77,true,7.76,7.76,0.00,15.53
TXN-2023-011419,CUST-357,729.36,false,21.88,0.00,0.00,21.88
TXN-2023-011420,CUST-357,218.20,true,6.55,6.55,0.00,13.09
TXN-2023-011421,CUST-357,814.82,false,24.44,0.00,0.00,24.44
TXN-2023-011422,CUST-357,282.07,false,8.46,0.00,0.00,8.46
TXN-2023-011423,CUST-357,722.35,false,21.67,0.00,0.00,21.67
TXN-2023-011424,CUST-357,443.54,false,13.31,0.00,0.00,13.31
TXN-2023-011425,CUST-357,387.50,false,11.63,0.00,0.00,11.63
TXN-2023-011426,CUST-357,905.63,false,27.17,0.00,0.00,27.17
TXN-2023-011427,CUST-358,2897.78,false,86.93,0.00,0.00,86.93
TXN-2023-011428,CUST-358,3011.86,false,90.36,0.00,27.11,117.46
TXN-2023-011429,CUST-358,746.06,false,22.38,0.00,0.00,22.38
TXN-2023-011430,CUST-358,2309.07,false,69.27,0.00,0.00,69.27
TXN-2023-011431,CUST-358,1181.25,false,35.44,0.00,0.00,35.44
TXN-2023-011432,CUST-358,1640.31,false,49.21,0.00,0.00,49.21
TXN-2023-011433,CUST-358,4356.25,false,130.69,0.00,39.21,169.89
TXN-2023-011434,CUST-358,4530.56,false,135.92,0.00,40.78,176.69
TXN-2023-011435,CUST-358,1038.59,false,31.16,0.00,0.00,31.16
TXN-2023-011436,CUST-358,1521.84,false,45.66,0.00,0.00,45.66
TXN-2023-011437,CUST-358,5619.78,false,168.59,0.00,50.58,219.17
TXN-2023-011438,CUST-358,1724.65,true,51.74,51.74,0.00,103.48
TXN-2023-011439,CUST-359,1019.40,false,30.58,0.00,0.00,30.58
TXN-2023-011440,CUST-359,733.88,false,22.02,0.00,0.00,22.02
TXN-2023-011441,CUST-359,1263.78,false,37.91,0.00,0.00,37.91
TXN-2023-011442,CUST-359,595.30,true,17.86,17.86,0.00,35.72
TXN-2023-011443,CUST-359,1077.90,false,32.34,0.00,0.00,32.34
TXN-2023-011444,CUST-359,546.13,true,16.38,16.38,0.00,32.77
TXN-2023-011445,CUST-359,809.82,false,24.29,0.00,0.00,24.29
TXN-2023-011446,CUST-359,924.59,false,27.74,0.00,0.00,27.74
TXN-2023-011447,CUST-359,1226.00,false,36.78,0.00,0.00,36.78
TXN-2023-011448,CUST-359,403.86,false,12.12,0.00,0.00,12.12
TXN-2023-011449,CUST-359,1383.27,true,41.50,41.50,0.00,83.00
TXN-2023-011450,CUST-359,607.78,false,18.23,0.00,0.00,18.23
TXN-2023-011451,CUST-359,722.32,false,21.67,0.00,0.00,21.67
TXN-2023-011452,CUST-359,792.17,false,23.77,0.00,0.00,23.77
TXN-2023-011453,CUST-359,459.72,false,13.79,0.00,0.00,13.79
TXN-2023-011454,CUST-359,695.22,true,20.86,20.86,0.00,41.71
TXN-2023-011455,CUST-359,1507.56,false,45.23,0.00,0.00,45.23
TXN-2023-011456,CUST-359,371.21,false,11.14,0.00,0.00,11.14
TXN-2023-011457,CUST-359,279.85,false,8.40,0.00,0.00,8.40
TXN-2023-011458,CUST-359,317.82,false,9.53,0.00,0.00,9.53
TXN-2023-011459,CUST-359,722.53,false,21.68,0.00,0.00,21.68
TXN-2023-011460,CUST-359,872.06,true,26.16,26.16,0.00,52.32
TXN-2023-011461,CUST-359,547.08,true,16.41,16.41,0.00,32.82
TXN-2023-011462,CUST-359,386.98,false,11.61,0.00,0.00,11.61
TXN-2023-011463,CUST-359,943.84,false,28.32,0.00,0.00,28.32
TXN-2023-011464,CUST-359,399.87,false,12.00,0.00,0.00,12.00
TXN-2023-011465,CUST-359,660.80,false,19.82,0.00,0.00,19.82
TXN-2023-011466,CUST-359,391.13,false,11.73,0.00,0.00,11.73
TXN-2023-011467,CUST-359,710.14,false,21.30,0.00,0.00,21.30
TXN-2023-011468,CUST-359,349.05,false,10.47,0.00,0.00,10.47
TXN-2023-011469,CUST-359,491.79,false,14.75,0.00,0.00,14.75
TXN-2023-011470,CUST-359,180.93,true,5.43,5.43,0.00,10.86
TXN-2023-011471,CUST-359,525.67,false,15.77,0.00,0.00,15.77
TXN-2023-011472,CUST-359,425.42,false,12.76,0.00,0.00,12.76
TXN-2023-011473,CUST-359,745.49,false,22.36,0.00,0.00,22.36
TXN-2023-011474,CUST-359,370.97,true,11.13,11.13,0.00,22.26
TXN-2023-011475,CUST-359,678.99,false,20.37,0.00,0.00,20.37
TXN-2023-011476,CUST-359,546.27,false,16.39,0.00,0.00,16.39
TXN-2023-011477,CUST-359,418.90,true,12.57,12.57,0.00,25.13
TXN-2023-011478,CUST-359,456.82,true,13.70,13.70,0.00,27.41
TXN-2023-011479,CUST-359,934.24,false,28.03,0.00,0.00,28.03
TXN-2023-011480,CUST-359,557.47,false,16.72,0.00,0.00,16.72
TXN-2023-011481,CUST-359,558.67,false,16.76,0.00,0.00,16.76
TXN-2023-011482,CUST-359,364.63,false,10.94,0.00,0.00,10.94
TXN-2023-011483,CUST-359,1431.58,false,42.95,0.00,0.00,42.95
TXN-2023-011484,CUST-359,1424.09,false,42.72,0.00,0.00,42.72
TXN-2023-011485,CUST-360,298.44,false,8.95,0.00,0.00,8.95
TXN-2023-011486,CUST-360,183.00,false,5.49,0.00,0.00,5.49
TXN-2023-011487,CUST-360,299.80,false,8.99,0.00,0.00,8.99
TXN-2023-011488,CUST-360,225.16,false,6.75,0.00,0.00,6.75
TXN-2023-011489,CUST-360,437.89,false,13.14,0.00,0.00,13.14
TXN-2023-011490,CUST-360,232.79,false,6.98,0.00,0.00,6.98
TXN-2023-011491,CUST-360,149.43,false,4.48,0.00,0.00,4.48
TXN-2023-011492,CUST-360,115.49,false,3.46,0.00,0.00,3.46
TXN-2023-011493,CUST-360,447.62,false,13.43,0.00,0.00,13.43
TXN-2023-011494,CUST-360,501.14,false,15.03,0.00,0.00,15.03
TXN-2023-011495,CUST-360,235.41,false,7.06,0.00,0.00,7.06
TXN-2023-011496,CUST-360,372.94,false,11.19,0.00,0.00,11.19
TXN-2023-011497,CUST-360,126.18,true,3.79,3.79,0.00,7.57
TXN-2023-011498,CUST-360,254.98,false,7.65,0.00,0.00,7.65
TXN-2023-011499,CUST-360,269.39,false,8.08,0.00,0.00,8.08
TXN-2023-011500,CUST-360,510.87,false,15.33,0.00,0.00,15.33
TXN-2023-011501,CUST-360,510.87,false,15.33,0.00,0.00,15.33
TXN-2023-011502,CUST-360,371.01,false,11.13,0.00,0.00,11.13
TXN-2023-011503,CUST-360,150.50,false,4.52,0.00,0.00,4.52
TXN-2023-011504,CUST-360,339.74,false,10.19,0.00,0.00,10.19
TXN-2023-011505,CUST-360,368.90,false,11.07,0.00,0.00,11.07
TXN-2023-011506,CUST-360,192.48,false,5.77,0.00,0.00,5.77
TXN-2023-011507,CUST-360,194.46,false,5.83,0.00,0.00,5.83
TXN-2023-011508,CUST-360,164.08,false,4.92,0.00,0.00,4.92
TXN-2023-011509,CUST-360,119.77,false,3.59,0.00,0.00,3.59
TXN-2023-011510,CUST-360,168.64,false,5.06,0.00,0.00,5.06
TXN-2023-011511,CUST-360,182.16,false,5.46,0.00,0.00,5.46
TXN-2023-011512,CUST-360,415.26,false,12.46,0.00,0.00,12.46
TXN-2023-011513,CUST-360,173.59,true,5.21,5.21,0.00,10.42
TXN-2023-011514,CUST-360,266.99,false,8.01,0.00,0.00,8.01
TXN-2023-011515,CUST-360,98.77,false,2.96,0.00,0.00,2.96
TXN-2023-011516,CUST-360,499.13,false,14.97,0.00,0.00,14.97
TXN-2023-011517,CUST-360,325.43,false,9.76,0.00,0.00,9.76
TXN-2023-011518,CUST-360,171.07,true,5.13,5.13,0.00,10.26
TXN-2023-011519,CUST-360,284.46,false,8.53,0.00,0.00,8.53
TXN-2023-011520,CUST-360,317.35,false,9.52,0.00,0.00,9.52
TXN-2023-011521,CUST-360,155.79,false,4.67,0.00,0.00,4.67
TXN-2023-011522,CUST-361,594.01,false,17.82,0.00,0.00,17.82
TXN-2023-011523,CUST-361,974.61,false,29.24,0.00,0.00,29.24
TXN-2023-011524,CUST-361,242.03,false,7.26,0.00,0.00,7.26
TXN-2023-011525,CUST-361,1820.03,false,54.60,0.00,0.00,54.60
TXN-2023-011526,CUST-361,575.19,false,17.26,0.00,0.00,17.26
TXN-2023-011527,CUST-361,377.18,false,11.32,0.00,0.00,11.32
TXN-2023-011528,CUST-361,816.92,false,24.51,0.00,0.00,24.51
TXN-2023-011529,CUST-361,178.83,false,5.36,0.00,0.00,5.36
